F,S11,S21,S31,S41,S12,S22,S32,S42,S13,S23,S33,S43,S14,S24,S34,S44,S11',S21',S31',S41',S12',S22',S32',S42',S13',S23',S33',S43',S14',S24',S34',S44'
10.06,-35.519316,-0.037138592,-39.017552,-45.487545,-0.037138055,-35.529263,-45.48754,-39.01652,-39.017553,-45.487546,-35.519316,-0.037138587,-45.48754,-39.01652,-0.037138055,-35.529263,-35.519316,-0.037138592,-39.017552,-45.487545,-0.037138055,-35.529263,-45.48754,-39.01652,-39.017553,-45.487546,-35.519316,-0.037138587,-45.48754,-39.01652,-0.037138055,-35.529263
10.08,-35.505168,-0.037168572,-39.000834,-45.47132,-0.03716803,-35.515125,-45.471317,-38.999799,-39.000834,-45.471322,-35.505168,-0.037168572,-45.471316,-38.999799,-0.03716803,-35.515125,-35.505168,-0.037168572,-39.000834,-45.47132,-0.03716803,-35.515125,-45.471317,-38.999799,-39.000834,-45.471322,-35.505168,-0.037168572,-45.471316,-38.999799,-0.03716803,-35.515125
10.099999,-35.491036,-0.037198887,-38.984146,-45.455124,-0.037197835,-35.501005,-45.455121,-38.98311,-38.984146,-45.455126,-35.491037,-0.037198887,-45.455121,-38.98311,-0.037198359,-35.501005,-35.491036,-0.037198887,-38.984146,-45.455124,-0.037197835,-35.501005,-45.455121,-38.98311,-38.984146,-45.455126,-35.491037,-0.037198887,-45.455121,-38.98311,-0.037198359,-35.501005
10.119999,-35.476922,-0.037229041,-38.96749,-45.438958,-0.037228513,-35.486901,-45.438953,-38.966451,-38.96749,-45.438959,-35.476923,-0.037229041,-45.438953,-38.966451,-0.037228513,-35.486902,-35.476922,-0.037229041,-38.96749,-45.438958,-0.037228513,-35.486901,-45.438953,-38.966451,-38.96749,-45.438959,-35.476923,-0.037229041,-45.438953,-38.966451,-0.037228513,-35.486902
10.14,-35.462825,-0.037258507,-38.950865,-45.422817,-0.037257974,-35.472816,-45.422813,-38.949824,-38.950865,-45.422819,-35.462826,-0.037258507,-45.422813,-38.949824,-0.037257974,-35.472816,-35.462825,-0.037258507,-38.950865,-45.422817,-0.037257974,-35.472816,-45.422813,-38.949824,-38.950865,-45.422819,-35.462826,-0.037258507,-45.422813,-38.949824,-0.037257974,-35.472816
10.16,-35.448746,-0.037287808,-38.93427,-45.406706,-0.037287275,-35.458746,-45.406702,-38.933227,-38.93427,-45.406707,-35.448747,-0.037287808,-45.406701,-38.933227,-0.037287275,-35.458747,-35.448746,-0.037287808,-38.93427,-45.406706,-0.037287275,-35.458746,-45.406702,-38.933227,-38.93427,-45.406707,-35.448747,-0.037287808,-45.406701,-38.933227,-0.037287275,-35.458747
10.179999,-35.434683,-0.037317452,-38.917707,-45.390622,-0.037316401,-35.444693,-45.390618,-38.916661,-38.917708,-45.390623,-35.434682,-0.037317452,-45.390617,-38.916661,-0.037316401,-35.444694,-35.434683,-0.037317452,-38.917707,-45.390622,-0.037316401,-35.444693,-45.390618,-38.916661,-38.917708,-45.390623,-35.434682,-0.037317452,-45.390617,-38.916661,-0.037316401,-35.444694
10.2,-35.420636,-0.037346418,-38.901174,-45.374566,-0.037345357,-35.430656,-45.374561,-38.900126,-38.901174,-45.374567,-35.420637,-0.037346409,-45.374561,-38.900126,-0.037345357,-35.430657,-35.420636,-0.037346418,-38.901174,-45.374566,-0.037345357,-35.430656,-45.374561,-38.900126,-38.901174,-45.374567,-35.420637,-0.037346409,-45.374561,-38.900126,-0.037345357,-35.430657
10.22,-35.406605,-0.0373752,-38.884672,-45.358537,-0.037374657,-35.416637,-45.358533,-38.883621,-38.884672,-45.358538,-35.406606,-0.0373752,-45.358532,-38.883621,-0.037374657,-35.416636,-35.406605,-0.0373752,-38.884672,-45.358537,-0.037374657,-35.416637,-45.358533,-38.883621,-38.884672,-45.358538,-35.406606,-0.0373752,-45.358532,-38.883621,-0.037374657,-35.416636
10.24,-35.392591,-0.037404848,-38.868199,-45.342535,-0.037403792,-35.402632,-45.342531,-38.867146,-38.868199,-45.342537,-35.392592,-0.037404848,-45.342531,-38.867146,-0.037404315,-35.402633,-35.392591,-0.037404848,-38.868199,-45.342535,-0.037403792,-35.402632,-45.342531,-38.867146,-38.868199,-45.342537,-35.392592,-0.037404848,-45.342531,-38.867146,-0.037404315,-35.402633
10.259999,-35.378592,-0.037433303,-38.851756,-45.326561,-0.037432766,-35.388644,-45.326557,-38.850702,-38.851757,-45.326563,-35.378594,-0.037433299,-45.326556,-38.850702,-0.037432766,-35.388645,-35.378592,-0.037433303,-38.851756,-45.326561,-0.037432766,-35.388644,-45.326557,-38.850702,-38.851757,-45.326563,-35.378594,-0.037433299,-45.326556,-38.850702,-0.037432766,-35.388645
10.279999,-35.36461,-0.037461574,-38.835345,-45.310613,-0.037461037,-35.374671,-45.31061,-38.834288,-38.835345,-45.310614,-35.364611,-0.037461574,-45.310609,-38.834288,-0.037461037,-35.374672,-35.36461,-0.037461574,-38.835345,-45.310613,-0.037461037,-35.374671,-45.31061,-38.834288,-38.835345,-45.310614,-35.364611,-0.037461574,-45.310609,-38.834288,-0.037461037,-35.374672
10.3,-35.350644,-0.037490194,-38.818962,-45.294693,-0.037489138,-35.360715,-45.294688,-38.817903,-38.818963,-45.294695,-35.350644,-0.037490194,-45.294688,-38.817903,-0.037489138,-35.360715,-35.350644,-0.037490194,-38.818962,-45.294693,-0.037489138,-35.360715,-45.294688,-38.817903,-38.818963,-45.294695,-35.350644,-0.037490194,-45.294688,-38.817903,-0.037489138,-35.360715
10.32,-35.336692,-0.037518124,-38.80261,-45.278799,-0.037517596,-35.346774,-45.278795,-38.801549,-38.80261,-45.278801,-35.336693,-0.037518124,-45.278795,-38.801549,-0.037517596,-35.346774,-35.336692,-0.037518124,-38.80261,-45.278799,-0.037517596,-35.346774,-45.278795,-38.801549,-38.80261,-45.278801,-35.336693,-0.037518124,-45.278795,-38.801549,-0.037517596,-35.346774
10.339999,-35.322756,-0.037546412,-38.786287,-45.262932,-0.037545875,-35.332847,-45.262928,-38.785224,-38.786288,-45.262934,-35.322757,-0.037546407,-45.262927,-38.785224,-0.037545875,-35.332848,-35.322756,-0.037546412,-38.786287,-45.262932,-0.037545875,-35.332847,-45.262928,-38.785224,-38.786288,-45.262934,-35.322757,-0.037546407,-45.262927,-38.785224,-0.037545875,-35.332848
10.360001,-35.308836,-0.037574002,-38.769994,-45.247093,-0.037572946,-35.318936,-45.247088,-38.768929,-38.769994,-45.247094,-35.308836,-0.037573997,-45.247088,-38.768929,-0.037572946,-35.318938,-35.308836,-0.037574002,-38.769994,-45.247093,-0.037572946,-35.318936,-45.247088,-38.768929,-38.769994,-45.247094,-35.308836,-0.037573997,-45.247088,-38.768929,-0.037572946,-35.318938
10.38,-35.29493,-0.037602453,-38.753732,-45.231278,-0.037601925,-35.30504,-45.231274,-38.752663,-38.753732,-45.23128,-35.29493,-0.037602448,-45.231274,-38.752663,-0.037601925,-35.305041,-35.29493,-0.037602453,-38.753732,-45.231278,-0.037601925,-35.30504,-45.231274,-38.752663,-38.753732,-45.23128,-35.29493,-0.037602448,-45.231274,-38.752663,-0.037601925,-35.305041
10.4,-35.281039,-0.037630225,-38.737497,-45.215491,-0.037629169,-35.29116,-45.215487,-38.736426,-38.737497,-45.215492,-35.28104,-0.037630225,-45.215486,-38.736426,-0.037629169,-35.291161,-35.281039,-0.037630225,-38.737497,-45.215491,-0.037629169,-35.29116,-45.215487,-38.736426,-38.737497,-45.215492,-35.28104,-0.037630225,-45.215486,-38.736426,-0.037629169,-35.291161
10.419999,-35.267164,-0.037657821,-38.721291,-45.19973,-0.03765676,-35.277294,-45.199725,-38.720219,-38.721292,-45.199731,-35.267165,-0.037657821,-45.199725,-38.720219,-0.03765676,-35.277294,-35.267164,-0.037657821,-38.721291,-45.19973,-0.03765676,-35.277294,-45.199725,-38.720219,-38.721292,-45.199731,-35.267165,-0.037657821,-45.199725,-38.720219,-0.03765676,-35.277294
10.44,-35.253303,-0.037684719,-38.705115,-45.183994,-0.037684191,-35.263442,-45.18399,-38.70404,-38.705116,-45.183996,-35.253304,-0.037684719,-45.183989,-38.70404,-0.037684191,-35.263442,-35.253303,-0.037684719,-38.705115,-45.183994,-0.037684191,-35.263442,-45.18399,-38.70404,-38.705116,-45.183996,-35.253304,-0.037684719,-45.183989,-38.70404,-0.037684191,-35.263442
10.46,-35.239456,-0.037711969,-38.688968,-45.168285,-0.037710913,-35.249605,-45.16828,-38.687891,-38.688968,-45.168286,-35.239456,-0.037711965,-45.16828,-38.687891,-0.037710913,-35.249605,-35.239456,-0.037711969,-38.688968,-45.168285,-0.037710913,-35.249605,-45.16828,-38.687891,-38.688968,-45.168286,-35.239456,-0.037711965,-45.16828,-38.687891,-0.037710913,-35.249605
10.48,-35.225622,-0.037739049,-38.67285,-45.152601,-0.037737992,-35.235782,-45.152597,-38.67177,-38.67285,-45.152603,-35.225624,-0.037739044,-45.152597,-38.67177,-0.037738516,-35.235782,-35.225622,-0.037739049,-38.67285,-45.152601,-0.037737992,-35.235782,-45.152597,-38.67177,-38.67285,-45.152603,-35.225624,-0.037739044,-45.152597,-38.67177,-0.037738516,-35.235782
10.499999,-35.211805,-0.037765952,-38.65676,-45.136944,-0.037764891,-35.221972,-45.13694,-38.655678,-38.65676,-45.136945,-35.211805,-0.037765952,-45.136939,-38.655678,-0.037764891,-35.221973,-35.211805,-0.037765952,-38.65676,-45.136944,-0.037764891,-35.221972,-45.13694,-38.655678,-38.65676,-45.136945,-35.211805,-0.037765952,-45.136939,-38.655678,-0.037764891,-35.221973
10.52,-35.198,-0.037793209,-38.640699,-45.121311,-0.037792152,-35.208178,-45.121307,-38.639615,-38.640699,-45.121313,-35.198001,-0.037793209,-45.121306,-38.639615,-0.037792152,-35.208178,-35.198,-0.037793209,-38.640699,-45.121311,-0.037792152,-35.208178,-45.121307,-38.639615,-38.640699,-45.121313,-35.198001,-0.037793209,-45.121306,-38.639615,-0.037792152,-35.208178
10.54,-35.18421,-0.037820284,-38.624667,-45.105705,-0.037819746,-35.194396,-45.1057,-38.623581,-38.624667,-45.105706,-35.184211,-0.037820284,-45.1057,-38.62358,-0.037819746,-35.194397,-35.18421,-0.037820284,-38.624667,-45.105705,-0.037819746,-35.194396,-45.1057,-38.623581,-38.624667,-45.105706,-35.184211,-0.037820284,-45.1057,-38.62358,-0.037819746,-35.194397
10.559999,-35.170433,-0.03784667,-38.608661,-45.090124,-0.037846132,-35.180629,-45.090119,-38.607573,-38.608662,-45.090125,-35.170434,-0.03784667,-45.090119,-38.607574,-0.037846132,-35.18063,-35.170433,-0.03784667,-38.608661,-45.090124,-0.037846132,-35.180629,-45.090119,-38.607573,-38.608662,-45.090125,-35.170434,-0.03784667,-45.090119,-38.607574,-0.037846132,-35.18063
10.579999,-35.156671,-0.03787288,-38.592685,-45.074567,-0.037872352,-35.166875,-45.074562,-38.591595,-38.592685,-45.074569,-35.156671,-0.03787288,-45.074562,-38.591596,-0.037872352,-35.166876,-35.156671,-0.03787288,-38.592685,-45.074567,-0.037872352,-35.166875,-45.074562,-38.591595,-38.592685,-45.074569,-35.156671,-0.03787288,-45.074562,-38.591596,-0.037872352,-35.166876
10.599999,-35.142921,-0.037899442,-38.576738,-45.059036,-0.037898904,-35.153135,-45.059032,-38.575645,-38.576738,-45.059037,-35.142922,-0.037899437,-45.059031,-38.575645,-0.037898904,-35.153136,-35.142921,-0.037899442,-38.576738,-45.059036,-0.037898904,-35.153135,-45.059032,-38.575645,-38.576738,-45.059037,-35.142922,-0.037899437,-45.059031,-38.575645,-0.037898904,-35.153136
10.62,-35.129185,-0.037925828,-38.560818,-45.04353,-0.037924772,-35.139408,-45.043526,-38.559723,-38.560818,-45.043531,-35.129185,-0.037925823,-45.043525,-38.559723,-0.037924772,-35.139409,-35.129185,-0.037925828,-38.560818,-45.04353,-0.037924772,-35.139408,-45.043526,-38.559723,-38.560818,-45.043531,-35.129185,-0.037925823,-45.043525,-38.559723,-0.037924772,-35.139409
10.639999,-35.115462,-0.037952038,-38.544926,-45.028048,-0.037950976,-35.125694,-45.028045,-38.543829,-38.544926,-45.02805,-35.115463,-0.037952038,-45.028044,-38.543829,-0.037950976,-35.125695,-35.115462,-0.037952038,-38.544926,-45.028048,-0.037950976,-35.125694,-45.028045,-38.543829,-38.544926,-45.02805,-35.115463,-0.037952038,-45.028044,-38.543829,-0.037950976,-35.125695
10.66,-35.101752,-0.037977553,-38.529062,-45.012592,-0.03797702,-35.111994,-45.012588,-38.527962,-38.529062,-45.012594,-35.101753,-0.037977553,-45.012587,-38.527962,-0.03797702,-35.111995,-35.101752,-0.037977553,-38.529062,-45.012592,-0.03797702,-35.111994,-45.012588,-38.527962,-38.529062,-45.012594,-35.101753,-0.037977553,-45.012587,-38.527962,-0.03797702,-35.111995
10.68,-35.088055,-0.038003943,-38.513225,-44.997161,-0.038002882,-35.098306,-44.997156,-38.512124,-38.513225,-44.997163,-35.088057,-0.038003943,-44.997156,-38.512124,-0.0380034,-35.098307,-35.088055,-0.038003943,-38.513225,-44.997161,-0.038002882,-35.098306,-44.997156,-38.512124,-38.513225,-44.997163,-35.088057,-0.038003943,-44.997156,-38.512124,-0.0380034,-35.098307
10.7,-35.074372,-0.038029629,-38.497416,-44.981754,-0.038028572,-35.084632,-44.981749,-38.496313,-38.497416,-44.981755,-35.074373,-0.038029629,-44.981748,-38.496313,-0.038028572,-35.084632,-35.074372,-0.038029629,-38.497416,-44.981754,-0.038028572,-35.084632,-44.981749,-38.496313,-38.497416,-44.981755,-35.074373,-0.038029629,-44.981748,-38.496313,-0.038028572,-35.084632
10.719999,-35.060701,-0.038055661,-38.481635,-44.966371,-0.038055123,-35.070969,-44.966366,-38.480528,-38.481635,-44.966373,-35.060702,-0.038055661,-44.966366,-38.480528,-0.038055123,-35.07097,-35.060701,-0.038055661,-38.481635,-44.966371,-0.038055123,-35.070969,-44.966366,-38.480528,-38.481635,-44.966373,-35.060702,-0.038055661,-44.966366,-38.480528,-0.038055123,-35.07097
10.74,-35.047043,-0.038081527,-38.46588,-44.951013,-0.038080466,-35.05732,-44.951009,-38.464772,-38.465881,-44.951014,-35.047043,-0.038081527,-44.951008,-38.464772,-0.038080466,-35.05732,-35.047043,-0.038081527,-38.46588,-44.951013,-0.038080466,-35.05732,-44.951009,-38.464772,-38.465881,-44.951014,-35.047043,-0.038081527,-44.951008,-38.464772,-0.038080466,-35.05732
10.759999,-35.033398,-0.038107207,-38.450153,-44.935679,-0.03810615,-35.043683,-44.935675,-38.449042,-38.450153,-44.935681,-35.033398,-0.038107207,-44.935674,-38.449042,-0.03810615,-35.043683,-35.033398,-0.038107207,-38.450153,-44.935679,-0.03810615,-35.043683,-44.935675,-38.449042,-38.450153,-44.935681,-35.033398,-0.038107207,-44.935674,-38.449042,-0.03810615,-35.043683
10.78,-35.019764,-0.038132201,-38.434453,-44.920369,-0.038131139,-35.030058,-44.920365,-38.43334,-38.434453,-44.92037,-35.019764,-0.038132201,-44.920363,-38.43334,-0.038131139,-35.030059,-35.019764,-0.038132201,-38.434453,-44.920369,-0.038131139,-35.030058,-44.920365,-38.43334,-38.434453,-44.92037,-35.019764,-0.038132201,-44.920363,-38.43334,-0.038131139,-35.030059
10.799999,-35.006143,-0.038157531,-38.41878,-44.905083,-0.038156998,-35.016446,-44.905078,-38.417666,-38.41878,-44.905085,-35.006143,-0.038157531,-44.905078,-38.417666,-0.038156998,-35.016447,-35.006143,-0.038157531,-38.41878,-44.905083,-0.038156998,-35.016446,-44.905078,-38.417666,-38.41878,-44.905085,-35.006143,-0.038157531,-44.905078,-38.417666,-0.038156998,-35.016447
10.82,-34.992534,-0.03818269,-38.403134,-44.889822,-0.038181633,-35.002845,-44.889817,-38.402017,-38.403135,-44.889823,-34.992535,-0.03818269,-44.889817,-38.402018,-0.038181633,-35.002845,-34.992534,-0.03818269,-38.403134,-44.889822,-0.038181633,-35.002845,-44.889817,-38.402017,-38.403135,-44.889823,-34.992535,-0.03818269,-44.889817,-38.402018,-0.038181633,-35.002845
10.84,-34.978936,-0.038207682,-38.387515,-44.874583,-0.038207144,-34.989257,-44.874578,-38.386396,-38.387515,-44.874585,-34.978937,-0.038207682,-44.874578,-38.386396,-0.038207144,-34.989258,-34.978936,-0.038207682,-38.387515,-44.874583,-0.038207144,-34.989257,-44.874578,-38.386396,-38.387515,-44.874585,-34.978937,-0.038207682,-44.874578,-38.386396,-0.038207144,-34.989258
10.86,-34.965351,-0.038233005,-38.371923,-44.859368,-0.038231948,-34.975681,-44.859365,-38.370801,-38.371923,-44.85937,-34.965352,-0.038233005,-44.859364,-38.370802,-0.038231948,-34.97568,-34.965351,-0.038233005,-38.371923,-44.859368,-0.038231948,-34.975681,-44.859365,-38.370801,-38.371923,-44.85937,-34.965352,-0.038233005,-44.859364,-38.370802,-0.038231948,-34.97568
10.88,-34.951778,-0.038258166,-38.356357,-44.844179,-0.038257104,-34.962116,-44.844174,-38.355233,-38.356357,-44.84418,-34.951779,-0.038258166,-44.844173,-38.355233,-0.038257104,-34.962117,-34.951778,-0.038258166,-38.356357,-44.844179,-0.038257104,-34.962116,-44.844174,-38.355233,-38.356357,-44.84418,-34.951779,-0.038258166,-44.844173,-38.355233,-0.038257104,-34.962117
10.9,-34.938217,-0.03828314,-38.340818,-44.829011,-0.038282083,-34.948563,-44.829007,-38.339692,-38.340818,-44.829013,-34.938218,-0.03828314,-44.829006,-38.339692,-0.038282083,-34.948563,-34.938217,-0.03828314,-38.340818,-44.829011,-0.038282083,-34.948563,-44.829007,-38.339692,-38.340818,-44.829013,-34.938218,-0.03828314,-44.829006,-38.339692,-0.038282083,-34.948563
10.919999,-34.924668,-0.038307419,-38.325305,-44.813868,-0.038306885,-34.935022,-44.813863,-38.324176,-38.325305,-44.813869,-34.924669,-0.038307419,-44.813863,-38.324176,-0.038306885,-34.935022,-34.924668,-0.038307419,-38.325305,-44.813868,-0.038306885,-34.935022,-44.813863,-38.324176,-38.325305,-44.813869,-34.924669,-0.038307419,-44.813863,-38.324176,-0.038306885,-34.935022
10.94,-34.91113,-0.038332566,-38.309818,-44.798748,-0.038331509,-34.921492,-44.798743,-38.308687,-38.309818,-44.798749,-34.91113,-0.038332566,-44.798742,-38.308687,-0.038331509,-34.921493,-34.91113,-0.038332566,-38.309818,-44.798748,-0.038331509,-34.921492,-44.798743,-38.308687,-38.309818,-44.798749,-34.91113,-0.038332566,-44.798742,-38.308687,-0.038331509,-34.921493
10.96,-34.897603,-0.038357018,-38.294357,-44.783651,-0.03835648,-34.907974,-44.783646,-38.293225,-38.294358,-44.783652,-34.897604,-0.038357018,-44.783645,-38.293225,-0.03835648,-34.907975,-34.897603,-0.038357018,-38.294357,-44.783651,-0.03835648,-34.907974,-44.783646,-38.293225,-38.294358,-44.783652,-34.897604,-0.038357018,-44.783645,-38.293225,-0.03835648,-34.907975
10.98,-34.884088,-0.03838233,-38.278923,-44.768576,-0.038381268,-34.894466,-44.768571,-38.277788,-38.278923,-44.768578,-34.884089,-0.03838233,-44.76857,-38.277788,-0.038381268,-34.894467,-34.884088,-0.03838233,-38.278923,-44.768576,-0.038381268,-34.894466,-44.768571,-38.277788,-38.278923,-44.768578,-34.884089,-0.03838233,-44.76857,-38.277788,-0.038381268,-34.894467
11,-34.870584,-0.038406427,-38.263515,-44.753525,-0.03840537,-34.880971,-44.753521,-38.262377,-38.263515,-44.753527,-34.870585,-0.038406427,-44.75352,-38.262378,-0.03840537,-34.880972,-34.870584,-0.038406427,-38.263515,-44.753525,-0.03840537,-34.880971,-44.753521,-38.262377,-38.263515,-44.753527,-34.870585,-0.038406427,-44.75352,-38.262378,-0.03840537,-34.880972
11.02,-34.857091,-0.038430869,-38.248132,-44.738498,-0.038429812,-34.867486,-44.738493,-38.246993,-38.248132,-44.738499,-34.857093,-0.038430869,-44.738492,-38.246993,-0.038429812,-34.867487,-34.857091,-0.038430869,-38.248132,-44.738498,-0.038429812,-34.867486,-44.738493,-38.246993,-38.248132,-44.738499,-34.857093,-0.038430869,-44.738492,-38.246993,-0.038429812,-34.867487
11.04,-34.84361,-0.038455134,-38.232775,-44.723493,-0.038454067,-34.854013,-44.723488,-38.231634,-38.232776,-44.723493,-34.843611,-0.038455129,-44.723487,-38.231634,-0.038454067,-34.854013,-34.84361,-0.038455134,-38.232775,-44.723493,-0.038454067,-34.854013,-44.723488,-38.231634,-38.232776,-44.723493,-34.843611,-0.038455129,-44.723487,-38.231634,-0.038454067,-34.854013
11.059999,-34.830139,-0.038479735,-38.217445,-44.708511,-0.038478678,-34.84055,-44.708506,-38.216301,-38.217445,-44.708511,-34.83014,-0.038479735,-44.708505,-38.216301,-0.038478678,-34.840551,-34.830139,-0.038479735,-38.217445,-44.708511,-0.038478678,-34.84055,-44.708506,-38.216301,-38.217445,-44.708511,-34.83014,-0.038479735,-44.708505,-38.216301,-0.038478678,-34.840551
11.079999,-34.816679,-0.038504173,-38.20214,-44.693551,-0.038503105,-34.827097,-44.693546,-38.200993,-38.20214,-44.693552,-34.816681,-0.038504168,-44.693545,-38.200993,-0.038503105,-34.827098,-34.816679,-0.038504173,-38.20214,-44.693551,-0.038503105,-34.827097,-44.693546,-38.200993,-38.20214,-44.693552,-34.816681,-0.038504168,-44.693545,-38.200993,-0.038503105,-34.827098
11.1,-34.80323,-0.038527899,-38.18686,-44.678613,-0.038526842,-34.813657,-44.678608,-38.185712,-38.18686,-44.678615,-34.803232,-0.038527899,-44.678608,-38.185711,-0.038527365,-34.813658,-34.80323,-0.038527899,-38.18686,-44.678613,-0.038526842,-34.813657,-44.678608,-38.185712,-38.18686,-44.678615,-34.803232,-0.038527899,-44.678608,-38.185711,-0.038527365,-34.813658
11.12,-34.789793,-0.038552499,-38.171606,-44.663699,-0.038551437,-34.800227,-44.663694,-38.170454,-38.171606,-44.663701,-34.789794,-0.038552499,-44.663694,-38.170454,-0.038551437,-34.800227,-34.789793,-0.038552499,-38.171606,-44.663699,-0.038551437,-34.800227,-44.663694,-38.170454,-38.171606,-44.663701,-34.789794,-0.038552499,-44.663694,-38.170454,-0.038551437,-34.800227
11.139999,-34.776365,-0.038576393,-38.156376,-44.648807,-0.03857533,-34.786807,-44.648802,-38.155223,-38.156377,-44.648809,-34.776367,-0.038576393,-44.648802,-38.155223,-0.03857533,-34.786808,-34.776365,-0.038576393,-38.156376,-44.648807,-0.03857533,-34.786807,-44.648802,-38.155223,-38.156377,-44.648809,-34.776367,-0.038576393,-44.648802,-38.155223,-0.03857533,-34.786808
11.16,-34.762948,-0.038600108,-38.141172,-44.633937,-0.038599569,-34.773398,-44.633932,-38.140017,-38.141172,-44.633938,-34.762948,-0.038600108,-44.633932,-38.140018,-0.038599569,-34.773398,-34.762948,-0.038600108,-38.141172,-44.633937,-0.038599569,-34.773398,-44.633932,-38.140017,-38.141172,-44.633938,-34.762948,-0.038600108,-44.633932,-38.140018,-0.038599569,-34.773398
11.18,-34.749542,-0.038624697,-38.125993,-44.61909,-0.038623635,-34.759999,-44.619085,-38.124836,-38.125994,-44.619092,-34.749542,-0.038624692,-44.619084,-38.124837,-0.038623635,-34.759999,-34.749542,-0.038624697,-38.125993,-44.61909,-0.038623635,-34.759999,-44.619085,-38.124836,-38.125994,-44.619092,-34.749542,-0.038624692,-44.619084,-38.124837,-0.038623635,-34.759999
11.2,-34.736145,-0.038648574,-38.11084,-44.604264,-0.038647517,-34.746611,-44.604259,-38.10968,-38.110841,-44.604265,-34.736146,-0.038648574,-44.604259,-38.10968,-0.038647517,-34.746611,-34.736145,-0.038648574,-38.11084,-44.604264,-0.038647517,-34.746611,-44.604259,-38.10968,-38.110841,-44.604265,-34.736146,-0.038648574,-44.604259,-38.10968,-0.038647517,-34.746611
11.219999,-34.72276,-0.038672288,-38.095711,-44.589461,-0.038671221,-34.733232,-44.589456,-38.09455,-38.095712,-44.589462,-34.72276,-0.038672283,-44.589455,-38.094551,-0.038671221,-34.733233,-34.72276,-0.038672288,-38.095711,-44.589461,-0.038671221,-34.733232,-44.589456,-38.09455,-38.095712,-44.589462,-34.72276,-0.038672283,-44.589455,-38.094551,-0.038671221,-34.733233
11.239999,-34.709384,-0.038696332,-38.080607,-44.574679,-0.038695788,-34.719865,-44.574674,-38.079444,-38.080608,-44.574681,-34.709385,-0.038696332,-44.574674,-38.079444,-0.038695788,-34.719865,-34.709384,-0.038696332,-38.080607,-44.574679,-0.038695788,-34.719865,-44.574674,-38.079444,-38.080608,-44.574681,-34.709385,-0.038696332,-44.574674,-38.079444,-0.038695788,-34.719865
11.26,-34.696019,-0.038720725,-38.065528,-44.55992,-0.038719663,-34.706507,-44.559916,-38.064363,-38.065528,-44.559921,-34.69602,-0.038720725,-44.559915,-38.064363,-0.038719663,-34.706508,-34.696019,-0.038720725,-38.065528,-44.55992,-0.038719663,-34.706507,-44.559916,-38.064363,-38.065528,-44.559921,-34.69602,-0.038720725,-44.559915,-38.064363,-0.038719663,-34.706508
11.28,-34.682664,-0.038744417,-38.050474,-44.545183,-0.038743359,-34.69316,-44.545178,-38.049306,-38.050474,-44.545184,-34.682665,-0.038744417,-44.545177,-38.049307,-0.038743359,-34.69316,-34.682664,-0.038744417,-38.050474,-44.545183,-0.038743359,-34.69316,-44.545178,-38.049306,-38.050474,-44.545184,-34.682665,-0.038744417,-44.545177,-38.049307,-0.038743359,-34.69316
11.299999,-34.669319,-0.038767929,-38.035444,-44.530467,-0.038767385,-34.679822,-44.530462,-38.034274,-38.035445,-44.530468,-34.66932,-0.038767929,-44.530461,-38.034274,-0.038767385,-34.679823,-34.669319,-0.038767929,-38.035444,-44.530467,-0.038767385,-34.679822,-44.530462,-38.034274,-38.035445,-44.530468,-34.66932,-0.038767929,-44.530461,-38.034274,-0.038767385,-34.679823
11.320001,-34.655983,-0.038791781,-38.02044,-44.515772,-0.038790724,-34.666494,-44.515768,-38.019267,-38.020439,-44.515775,-34.655985,-0.038791781,-44.515767,-38.019267,-0.038790724,-34.666495,-34.655983,-0.038791781,-38.02044,-44.515772,-0.038790724,-34.666494,-44.515768,-38.019267,-38.020439,-44.515775,-34.655985,-0.038791781,-44.515767,-38.019267,-0.038790724,-34.666495
11.34,-34.642658,-0.038815978,-38.005459,-44.5011,-0.03881492,-34.653176,-44.501096,-38.004284,-38.005459,-44.501101,-34.642659,-0.038815978,-44.501095,-38.004284,-0.03881492,-34.653177,-34.642658,-0.038815978,-38.005459,-44.5011,-0.03881492,-34.653176,-44.501096,-38.004284,-38.005459,-44.501101,-34.642659,-0.038815978,-44.501095,-38.004284,-0.03881492,-34.653177
11.36,-34.629344,-0.038839482,-37.990503,-44.486449,-0.038838409,-34.639868,-44.486444,-37.989325,-37.990503,-44.48645,-34.629345,-0.038839482,-44.486444,-37.989325,-0.038838409,-34.639869,-34.629344,-0.038839482,-37.990503,-44.486449,-0.038838409,-34.639868,-44.486444,-37.989325,-37.990503,-44.48645,-34.629345,-0.038839482,-44.486444,-37.989325,-0.038838409,-34.639869
11.379999,-34.616038,-0.03886331,-37.97557,-44.47182,-0.038862248,-34.62657,-44.471815,-37.97439,-37.97557,-44.471821,-34.61604,-0.03886331,-44.471814,-37.974391,-0.038862248,-34.626571,-34.616038,-0.03886331,-37.97557,-44.47182,-0.038862248,-34.62657,-44.471815,-37.97439,-37.97557,-44.471821,-34.61604,-0.03886331,-44.471814,-37.974391,-0.038862248,-34.626571
11.4,-34.602742,-0.03888698,-37.960662,-44.457211,-0.038885917,-34.613282,-44.457207,-37.959481,-37.960662,-44.457213,-34.602743,-0.03888698,-44.457206,-37.959481,-0.038885917,-34.613283,-34.602742,-0.03888698,-37.960662,-44.457211,-0.038885917,-34.613282,-44.457207,-37.959481,-37.960662,-44.457213,-34.602743,-0.03888698,-44.457206,-37.959481,-0.038885917,-34.613283
